5.422314374743351095e-01,6.971048396636317923e-01
5.870550534364651352e-01,7.043093799897063301e-01
6.106504420406576594e-01,7.215060256433478703e-01
5.960918289978571760e-01,6.492315516994645597e-01
6.195039427829643897e-01,7.397873351510623197e-01
6.310739640214843016e-01,7.017102531320795755e-01
5.710919089648056612e-01,7.227378736467807707e-01
6.227271540996413002e-01,6.785618062205541756e-01
6.061438515261694526e-01,7.087165794807643859e-01
5.872665223803192891e-01,7.654452273733213241e-01
4.912850216168457851e-01,6.531175670405297007e-01
4.733620610258294503e-01,7.413831613268273557e-01
4.487458612538905989e-01,6.807317943276105510e-01
4.733838060748964405e-01,6.983933487036356746e-01
4.805758985464234634e-01,7.460726625768375753e-01
4.879117762245019918e-01,7.255589184571920036e-01
4.503335887197038034e-01,6.986916634722395436e-01
4.828368995241133499e-01,6.996437921137345084e-01
5.088499755142000813e-01,7.116478165837119008e-01
4.647632253510102784e-01,6.978741773248439140e-01
5.666262810687640039e-01,6.788419625709692928e-01
5.700271599735889927e-01,6.821599213893021485e-01
5.524114019722082825e-01,6.883624316492871209e-01
5.951614671288126823e-01,6.914090591146596632e-01
5.740425300039238010e-01,6.970586707063315401e-01
5.690084336579700475e-01,7.224208937586245050e-01
5.917125930314398596e-01,6.692599389965715462e-01
5.960702112714890699e-01,7.184260932330228666e-01
6.212034884119657097e-01,7.061022585308369681e-01
5.823275102082147159e-01,7.560193234203436141e-01
3.624605666771396617e-01,5.758399939999063744e-01
3.641046933893337112e-01,6.223677184382993000e-01
3.751643188199914047e-01,6.567856971078268602e-01
3.451644636858857140e-01,6.445842659895564264e-01
3.350908515681435551e-01,6.421383533252041920e-01
3.449599508087756172e-01,6.349329244092226654e-01
3.645481564430109178e-01,6.203868235183567226e-01
3.474496155368543837e-01,6.626733109212459283e-01
3.651939330802392858e-01,6.562807509718376897e-01
3.594192250437641123e-01,6.477335751009120068e-01
7.926210319609420241e-01,1.003700362812635527e+00
7.217352779613238623e-01,1.009821543993929094e+00
7.876718921568934828e-01,1.017209374723888615e+00
7.780948853856055614e-01,9.888703222437374984e-01
7.864677084119388040e-01,1.029873242304111702e+00
7.950800743368080514e-01,1.007743267093483830e+00
8.128110477105477960e-01,9.930678324749139252e-01
7.802940559833867473e-01,1.041266712616445211e+00
7.870081848748442521e-01,9.682141829525567900e-01
7.993046946503913341e-01,1.004572816069040586e+00
7.662925784092957660e-01,1.000340704143572568e+00
7.258689050988970104e-01,1.024559763175281635e+00
7.442092297264186751e-01,1.008429215423142455e+00
7.693603417682279844e-01,1.009539723855834570e+00
7.203802028346090180e-01,1.008232765038742818e+00
7.358959241238670623e-01,1.018444327809717498e+00
7.222238389908193223e-01,9.916021843868223495e-01
7.012361265581216196e-01,1.018845219178863726e+00
7.356422061013145886e-01,1.015217372658207662e+00
7.858520643308503084e-01,9.781796993614022551e-01
7.114589722394782934e-01,1.013890218941302823e+00
7.109537994775073644e-01,9.901098436172698358e-01
7.237347858548309754e-01,9.392462808906963945e-01
6.957132001160097889e-01,1.000427807731419927e+00
6.932832559233914616e-01,9.918563785663677690e-01
7.476791142507921428e-01,1.005020627331777883e+00
7.004954784980201854e-01,9.880369105908169969e-01
7.237022752839253892e-01,9.934510688846510673e-01
7.604471879190662920e-01,1.001576401490325008e+00
7.421518099597543827e-01,9.983150070299028345e-01
3.767994060590972305e-01,4.694687597168212823e-01
3.470805328355542341e-01,4.637015675278770566e-01
3.457742122545356400e-01,4.549146527531361395e-01
3.524921352110929607e-01,4.715155394819592338e-01
3.745026916903416159e-01,5.051684029289649214e-01
3.851947379334116350e-01,5.151535655330610197e-01
3.764460197254821394e-01,5.364747351689928001e-01
3.542575259778701358e-01,5.395987834032420771e-01
3.696454924173521728e-01,5.454614315752583931e-01
4.193805551645466423e-01,5.593485597699083822e-01
4.913693165921991235e-01,7.325607343016738993e-01
5.301970103755689889e-01,6.533258823468187648e-01
5.102513164880601026e-01,7.129676004783731535e-01
5.039427784296923729e-01,7.237155173117758578e-01
5.680995215459504477e-01,7.148130196989973539e-01
5.220859689345913601e-01,7.530769573272095840e-01
5.508684966109765879e-01,7.413734325074948783e-01
5.458228351847143056e-01,7.522126403591236077e-01
5.975338762378197277e-01,7.522872289617541508e-01
6.148727923651995386e-01,8.306031643794445918e-01
5.574969689900119985e-01,7.024207970318095962e-01
5.351093415582465207e-01,6.971921378074193987e-01
5.488314804905586319e-01,7.295800711360820312e-01
5.412444824399251786e-01,7.200029101368390361e-01
5.364210295912387183e-01,7.310580169639463444e-01
5.719499091229530707e-01,7.293726377407472317e-01
5.802251827192783651e-01,6.891830485783062565e-01
5.841544273972839596e-01,6.940448513883313852e-01
6.193940243694803227e-01,7.191190005093055504e-01
6.037515546838799763e-01,7.274402209150417908e-01
2.328529141979712447e-01,4.072240121429999693e-01
2.284823616330520224e-01,4.386974095512298222e-01
2.649590062955262670e-01,4.044592506141445054e-01
2.246489821168818068e-01,4.435393077919282945e-01
2.140541263471310574e-01,3.660403334060219893e-01
2.571132139596427058e-01,3.980509197586488690e-01
2.590763960758468709e-01,4.034663433645025443e-01
2.603733096675821534e-01,3.641449540294092180e-01
2.996810647136411987e-01,4.011989117137257366e-01
2.454498120453519339e-01,3.751709614823369177e-01
5.384617930878365932e-01,6.372661233176477591e-01
5.363969044666478947e-01,6.876441880307069265e-01
5.812590091021755390e-01,6.995736773160997624e-01
5.126035798429795509e-01,6.851658272805289940e-01
